hotel_id,hotel_name,district,overall_safety,women_safety,family_safety,night_safety,harassment_reports,theft_reports,last_updated
H04046,Araliya Beach Batticaloa,Batticaloa,4.55,4.0,4.7,3.54,6,9,2024-01-03
H04047,98 Acres Resort Nuwara_Eliya,Nuwara_Eliya,3.2,2.9,2.72,3.5,4,2,2024-11-19
H04048,Araliya Beach Galle,Galle,3.31,2.57,3.89,2.24,1,4,2024-04-30
H04049,Cinnamon Grand Trincomalee,Trincomalee,2.76,3.48,2.67,2.42,15,8,2024-10-18
H04050,Cinnamon Grand Kilinochchi,Kilinochchi,4.05,4.25,4.21,4.21,7,6,2024-01-31
H04051,The Kandy House Batticaloa,Batticaloa,2.7,3.58,2.01,1.5,2,4,2024-09-20
H04052,Cinnamon Grand Ella,Ella,3.75,3.33,3.36,2.57,11,10,2024-06-19
H04053,Villa Rosa Negombo,Negombo,4.66,3.71,5.2,3.69,9,10,2024-12-15
H04054,Tintagel Colombo Trincomalee,Trincomalee,2.77,2.86,2.09,1.91,6,7,2024-01-07
H04055,Jetwing Blue Puttalam,Puttalam,1.57,1.54,2.19,1.32,6,2,2024-04-02
H04056,Villa Rosa Hambantota,Hambantota,4.92,5.11,4.84,3.99,5,2,2024-05-30
H04057,Cinnamon Grand Gampaha,Gampaha,3.34,4.23,3.02,3.09,3,8,2024-12-11
H04058,98 Acres Resort Mirissa,Mirissa,3.92,3.98,4.1,4.29,1,3,2024-07-22
H04059,Cinnamon Grand Vavuniya,Vavuniya,4.07,4.71,4.58,4.27,0,9,2024-11-19
H04060,Villa Rosa Nuwara_Eliya,Nuwara_Eliya,4.91,5.69,4.71,3.77,6,10,2024-07-15
H04061,98 Acres Resort Kurunegala,Kurunegala,1.69,2.34,1.9,2.15,10,10,2024-03-21
H04062,Amangalla Ella,Ella,1.79,1.26,1.29,1.67,6,0,2024-02-17
H04063,Tintagel Colombo Nuwara_Eliya,Nuwara_Eliya,4.21,4.81,4.64,3.78,11,2,2024-03-15
H04064,Araliya Beach Mirissa,Mirissa,2.56,2.28,2.44,2.31,1,5,2024-10-01
H04065,The Kandy House Anuradhapura,Anuradhapura,3.38,3.25,2.98,2.53,14,1,2024-01-01
H04066,Araliya Beach Mannar,Mannar,3.14,3.7,3.67,2.44,6,1,2024-11-13
H04067,Cinnamon Grand Negombo,Negombo,3.22,3.65,2.46,3.43,13,10,2024-09-06
H04068,Araliya Beach Trincomalee,Trincomalee,3.01,2.47,2.44,3.15,14,7,2024-02-29
H04069,Tintagel Colombo Gampaha,Gampaha,1.96,1.56,2.65,0.83,3,6,2024-02-16
H04070,Araliya Beach Nuwara_Eliya,Nuwara_Eliya,3.35,2.78,3.37,2.72,15,10,2024-01-23
H04071,Villa Rosa Kegalle,Kegalle,3.26,2.94,3.64,3.15,4,5,2024-11-16
H04072,Lighthouse Hotel Mannar,Mannar,2.52,3.03,3.25,1.35,15,3,2024-11-21
H04073,Lighthouse Hotel Colombo,Colombo,2.78,3.26,3.09,2.1,10,6,2024-07-16
H04074,98 Acres Resort Badulla,Badulla,3.53,3.01,3.38,2.76,0,10,2024-02-18
H04075,Villa Rosa Monaragala,Monaragala,4.73,4.19,4.94,3.88,12,6,2024-10-07
H04076,The Kandy House Batticaloa,Batticaloa,4.55,3.82,3.79,4.43,4,3,2024-08-12
H04077,Lighthouse Hotel Ratnapura,Ratnapura,3.45,4.14,3.63,2.57,5,6,2024-11-13
H04078,Amangalla Kegalle,Kegalle,4.5,4.94,4.45,4.1,2,5,2024-03-02
H04079,Cinnamon Grand Ampara,Ampara,2.16,2.12,2.74,1.67,11,7,2024-09-25
H04080,Villa Rosa Nuwara_Eliya,Nuwara_Eliya,4.04,3.77,3.32,3.96,9,1,2024-01-15
H04081,Villa Rosa Hambantota,Hambantota,3.85,4.39,3.92,3.59,14,5,2024-02-03
H04082,The Kandy House Ampara,Ampara,2.55,3.14,3.24,2.01,12,5,2024-11-03
H04083,Amangalla Badulla,Badulla,2.64,2.28,2.18,1.63,15,6,2024-04-03
H04084,Villa Rosa Kegalle,Kegalle,3.74,4.45,3.97,4.05,10,0,2024-12-09
H04085,Araliya Beach Ratnapura,Ratnapura,4.86,5.12,4.66,4.34,7,5,2024-08-05
H04086,Cinnamon Grand Hambantota,Hambantota,1.57,0.8,2.33,0.88,13,3,2024-09-29
H04087,Amangalla Hambantota,Hambantota,1.9,1.9,1.19,1.68,15,9,2024-09-01
H04088,Araliya Beach Puttalam,Puttalam,4.16,4.64,4.53,3.04,6,6,2024-06-01
H04089,98 Acres Resort Nuwara_Eliya,Nuwara_Eliya,3.83,4.04,4.28,2.77,6,6,2024-03-25
H04090,98 Acres Resort Kilinochchi,Kilinochchi,2.31,3.26,2.38,2.68,3,0,2024-02-25
H04091,Villa Rosa Kegalle,Kegalle,4.83,5.14,5.4,4.37,0,1,2024-04-17
H04092,The Kandy House Batticaloa,Batticaloa,4.45,3.96,4.42,4.58,11,7,2024-07-18
H04093,Villa Rosa Matara,Matara,2.44,2.89,3.05,2.89,2,8,2024-08-24
H04094,Cinnamon Grand Kurunegala,Kurunegala,4.38,4.64,4.24,4.11,10,9,2024-09-22
H04095,The Kandy House Matale,Matale,2.85,2.41,3.37,3.07,3,8,2024-11-05
H04096,Tintagel Colombo Polonnaruwa,Polonnaruwa,3.12,4.11,3.0,2.54,11,8,2024-05-16
H04097,Villa Rosa Negombo,Negombo,1.74,2.46,1.86,1.22,0,10,2024-02-16
H04098,Araliya Beach Polonnaruwa,Polonnaruwa,4.64,4.4,4.38,5.02,4,3,2024-02-25
H04099,Lighthouse Hotel Puttalam,Puttalam,3.89,4.01,3.77,3.47,13,10,2024-09-21
H04100,Kings Pavilion Jaffna,Jaffna,4.14,3.65,4.89,4.03,0,5,2024-05-02
H04101,Tintagel Colombo Jaffna,Jaffna,4.33,4.9,4.59,4.27,14,5,2024-04-02
H04102,The Kandy House Negombo,Negombo,2.61,1.91,2.99,2.98,2,3,2024-07-02
H04103,Tintagel Colombo Hambantota,Hambantota,2.23,1.57,2.48,2.7,11,10,2024-09-15
H04104,Tintagel Colombo Matale,Matale,2.03,1.96,2.35,2.52,3,10,2024-05-28
H04105,Tintagel Colombo Matale,Matale,1.56,1.59,2.24,1.56,3,4,2024-10-25
H04106,Kings Pavilion Ratnapura,Ratnapura,2.17,2.91,2.28,1.37,15,0,2024-07-16
H04107,98 Acres Resort Ratnapura,Ratnapura,2.51,2.13,2.41,1.4,2,10,2024-10-09
H04108,Araliya Beach Batticaloa,Batticaloa,3.85,3.99,3.08,4.19,0,10,2024-05-06
H04109,Villa Rosa Nuwara_Eliya,Nuwara_Eliya,2.21,2.56,2.58,2.48,14,6,2024-08-29
H04110,Kings Pavilion Polonnaruwa,Polonnaruwa,4.56,4.44,3.9,3.41,4,1,2024-06-15
H04111,Jetwing Blue Kegalle,Kegalle,2.08,1.61,2.73,1.7,10,0,2024-05-12
H04112,Tintagel Colombo Badulla,Badulla,4.88,5.17,5.61,5.01,13,3,2024-03-06
H04113,The Kandy House Batticaloa,Batticaloa,1.67,2.67,2.34,1.61,8,3,2024-09-11
H04114,Tintagel Colombo Matale,Matale,3.26,2.62,2.5,2.18,4,5,2024-12-27
H04115,Amangalla Sigiriya,Sigiriya,2.07,2.59,2.32,2.35,1,8,2024-07-09
H04116,98 Acres Resort Kalutara,Kalutara,1.92,1.26,2.09,1.18,9,1,2024-03-19
H04117,The Kandy House Mannar,Mannar,3.03,2.69,2.89,2.52,9,5,2024-08-25
H04118,Villa Rosa Kalutara,Kalutara,3.99,3.89,3.87,3.93,8,0,2024-12-26
H04119,Amangalla Kilinochchi,Kilinochchi,4.87,4.89,4.9,4.34,1,1,2024-05-26
H04120,The Kandy House Kandy,Kandy,4.25,4.16,3.68,4.62,12,8,2024-05-21
H04121,Jetwing Blue Galle,Galle,2.29,1.45,2.37,2.1,0,9,2024-11-07
H04122,Villa Rosa Badulla,Badulla,3.08,2.49,2.65,2.52,4,9,2024-03-02
H04123,Araliya Beach Ratnapura,Ratnapura,2.78,2.25,2.99,2.42,10,3,2024-07-12
H04124,Kings Pavilion Ratnapura,Ratnapura,1.69,1.01,2.06,1.31,4,5,2024-02-28
H04125,Jetwing Blue Galle,Galle,2.73,2.26,3.08,1.91,12,2,2024-06-21
H04126,Lighthouse Hotel Matale,Matale,2.06,2.08,1.88,2.02,6,6,2024-11-29
H04127,Amangalla Ella,Ella,4.83,4.18,4.46,3.78,2,5,2024-06-21
H04128,Kings Pavilion Mannar,Mannar,3.27,3.86,2.74,2.48,7,2,2024-02-01
H04129,98 Acres Resort Kilinochchi,Kilinochchi,2.88,3.84,3.53,2.89,2,4,2024-05-09
H04130,Kings Pavilion Sigiriya,Sigiriya,2.13,2.87,1.34,2.48,7,7,2024-08-20
H04131,The Kandy House Kilinochchi,Kilinochchi,2.63,3.52,2.83,1.94,3,7,2024-10-03
H04132,Villa Rosa Kegalle,Kegalle,3.47,2.57,2.94,2.39,9,10,2024-10-04
H04133,Cinnamon Grand Vavuniya,Vavuniya,3.07,3.35,2.71,2.32,4,1,2024-02-14
H04134,Amangalla Ampara,Ampara,2.54,2.28,2.0,2.99,5,7,2024-11-14
H04135,The Kandy House Negombo,Negombo,4.94,4.0,4.62,3.88,9,9,2024-09-24
H04136,The Kandy House Polonnaruwa,Polonnaruwa,1.84,1.17,2.41,1.68,6,1,2024-05-18
H04137,Tintagel Colombo Batticaloa,Batticaloa,4.87,4.73,5.62,5.1,11,4,2024-03-28
H04138,Tintagel Colombo Kegalle,Kegalle,3.2,2.8,3.5,2.94,9,10,2024-10-19
H04139,Tintagel Colombo Matale,Matale,3.7,4.53,3.17,2.57,14,5,2024-04-26
H04140,Kings Pavilion Galle,Galle,3.96,3.04,4.69,3.8,7,3,2024-02-22
H04141,Villa Rosa Kurunegala,Kurunegala,4.71,5.46,4.48,5.13,1,7,2024-12-03
H04142,Cinnamon Grand Vavuniya,Vavuniya,3.99,3.15,4.5,2.8,7,8,2024-05-07
H04143,Amangalla Vavuniya,Vavuniya,1.96,2.09,1.38,1.69,6,2,2024-12-17
H04144,Jetwing Blue Galle,Galle,4.87,4.07,4.7,4.29,0,0,2024-11-24
H04145,Jetwing Blue Negombo,Negombo,2.2,2.17,2.2,1.76,0,7,2024-01-04
H04146,Tintagel Colombo Ratnapura,Ratnapura,2.95,2.99,2.79,1.87,7,10,2024-02-23
H04147,Tintagel Colombo Polonnaruwa,Polonnaruwa,3.66,3.79,3.84,2.81,11,6,2024-10-01
H04148,Araliya Beach Kegalle,Kegalle,2.45,2.46,3.01,2.72,3,1,2024-02-04
H04149,98 Acres Resort Kegalle,Kegalle,3.04,2.37,2.61,3.2,8,1,2024-07-06
H04150,Tintagel Colombo Galle,Galle,2.55,2.03,3.32,1.77,2,2,2024-07-13
H04151,Tintagel Colombo Nuwara_Eliya,Nuwara_Eliya,4.36,5.04,4.91,3.19,13,1,2024-06-23
H04152,98 Acres Resort Puttalam,Puttalam,2.17,1.91,2.7,1.84,11,7,2024-03-30
H04153,98 Acres Resort Kegalle,Kegalle,2.06,1.51,2.36,1.35,15,0,2024-10-01
H04154,98 Acres Resort Polonnaruwa,Polonnaruwa,3.6,2.71,3.32,2.66,0,4,2024-12-07
H04155,Villa Rosa Galle,Galle,4.88,4.22,4.75,5.2,9,6,2024-10-30
H04156,Jetwing Blue Puttalam,Puttalam,3.6,3.9,4.13,3.33,4,2,2024-10-03
H04157,Amangalla Mannar,Mannar,3.5,2.81,2.97,2.57,12,5,2024-02-23
H04158,Jetwing Blue Kilinochchi,Kilinochchi,3.57,3.16,4.04,2.88,0,7,2024-04-08
H04159,Tintagel Colombo Matara,Matara,4.18,3.37,3.51,4.44,12,1,2024-02-03
H04160,Araliya Beach Ratnapura,Ratnapura,4.02,3.21,4.21,3.88,15,0,2024-10-27
H04161,98 Acres Resort Anuradhapura,Anuradhapura,4.72,5.09,5.2,5.05,13,3,2024-12-12
H04162,Jetwing Blue Kalutara,Kalutara,2.54,3.06,2.22,2.0,6,8,2024-07-05
H04163,Araliya Beach Matale,Matale,3.93,4.71,3.72,3.38,10,0,2024-09-03
H04164,Araliya Beach Gampaha,Gampaha,4.68,4.1,4.11,4.8,11,9,2024-10-24
H04165,Amangalla Ella,Ella,2.15,2.16,1.9,1.44,6,9,2024-01-05
H04166,Cinnamon Grand Kurunegala,Kurunegala,4.3,3.31,3.62,3.98,5,2,2024-08-02
H04167,Lighthouse Hotel Negombo,Negombo,3.64,4.55,3.83,3.7,15,8,2024-08-24
H04168,Jetwing Blue Sigiriya,Sigiriya,4.0,3.39,3.65,3.19,3,0,2024-02-08
H04169,The Kandy House Kurunegala,Kurunegala,4.19,4.21,4.1,3.47,12,10,2024-01-04
H04170,Villa Rosa Trincomalee,Trincomalee,1.69,2.36,1.84,1.38,9,10,2024-07-01
H04171,Villa Rosa Ampara,Ampara,4.68,4.91,4.12,4.27,14,3,2024-06-20
H04172,Jetwing Blue Kalutara,Kalutara,1.64,1.54,2.18,0.99,14,2,2024-11-27
H04173,Cinnamon Grand Kurunegala,Kurunegala,4.17,3.58,4.55,3.67,10,1,2024-06-22
H04174,Amangalla Colombo,Colombo,2.12,1.37,1.77,1.53,11,6,2024-05-26
H04175,The Kandy House Matale,Matale,4.66,4.9,3.98,4.85,1,7,2024-03-22
H04176,Cinnamon Grand Monaragala,Monaragala,3.54,4.27,3.56,2.79,14,10,2024-09-09
H04177,Lighthouse Hotel Mannar,Mannar,1.51,1.97,2.06,1.79,8,3,2024-11-03
H04178,Tintagel Colombo Ratnapura,Ratnapura,2.96,3.08,3.13,2.16,9,3,2024-08-11
H04179,Lighthouse Hotel Anuradhapura,Anuradhapura,1.71,2.55,1.69,1.13,7,9,2024-12-27
H04180,Tintagel Colombo Nuwara_Eliya,Nuwara_Eliya,4.4,4.46,4.57,4.63,0,2,2024-09-18
H04181,Kings Pavilion Hambantota,Hambantota,1.66,1.9,2.27,0.7,5,9,2024-04-06
H04182,Tintagel Colombo Ampara,Ampara,2.58,1.78,2.11,1.38,15,3,2024-08-26
H04183,Amangalla Vavuniya,Vavuniya,3.15,3.8,3.34,2.81,7,8,2024-11-19
H04184,Villa Rosa Mirissa,Mirissa,2.38,3.09,3.05,1.72,2,7,2024-01-06
H04185,Tintagel Colombo Ella,Ella,4.24,4.61,3.87,4.12,9,5,2024-09-29
H04186,Villa Rosa Colombo,Colombo,2.41,1.47,1.62,1.45,10,7,2024-07-02
H04187,Amangalla Colombo,Colombo,2.05,1.51,1.94,2.33,6,8,2024-05-01
H04188,Jetwing Blue Polonnaruwa,Polonnaruwa,3.33,3.35,3.42,2.82,2,8,2024-09-14
H04189,Cinnamon Grand Kalutara,Kalutara,1.75,2.09,1.45,2.06,13,3,2024-10-12
H04190,Araliya Beach Sigiriya,Sigiriya,4.19,4.12,4.52,4.3,7,4,2024-05-12
H04191,98 Acres Resort Colombo,Colombo,3.92,4.76,4.06,3.75,3,8,2024-01-25
H04192,Araliya Beach Matara,Matara,1.59,1.34,1.17,0.52,2,2,2024-11-13
H04193,Lighthouse Hotel Galle,Galle,4.78,5.56,3.99,4.05,5,1,2024-08-19
H04194,Kings Pavilion Galle,Galle,4.05,3.32,4.83,3.49,5,4,2024-01-05
H04195,The Kandy House Anuradhapura,Anuradhapura,4.78,5.27,5.57,4.11,4,2,2024-03-08
H04196,The Kandy House Ampara,Ampara,3.3,3.76,3.74,2.35,12,4,2024-11-29
H04197,Cinnamon Grand Hambantota,Hambantota,3.36,3.94,3.74,2.87,14,0,2024-12-06
H04198,Amangalla Negombo,Negombo,1.69,1.53,1.29,0.96,6,2,2024-12-28
H04199,Lighthouse Hotel Galle,Galle,1.76,0.9,1.23,0.89,7,7,2024-12-17
H04200,Araliya Beach Polonnaruwa,Polonnaruwa,2.42,3.09,2.54,1.3,2,9,2024-07-30
H04201,Amangalla Matale,Matale,1.79,1.86,1.75,1.34,4,8,2024-09-25
H04202,The Kandy House Anuradhapura,Anuradhapura,2.07,2.15,2.85,1.92,8,0,2024-05-05
H04203,Kings Pavilion Ampara,Ampara,3.05,2.46,3.63,1.92,11,7,2024-07-24
H04204,98 Acres Resort Kilinochchi,Kilinochchi,1.92,1.25,2.18,2.1,14,5,2024-12-04
H04205,Villa Rosa Hambantota,Hambantota,4.92,3.94,4.72,4.94,14,0,2024-07-29
H04206,Kings Pavilion Matale,Matale,3.95,4.24,3.2,3.82,6,3,2024-04-25
H04207,Amangalla Kilinochchi,Kilinochchi,3.86,4.6,3.53,4.31,11,3,2024-05-14
H04208,Kings Pavilion Mirissa,Mirissa,3.2,3.73,3.49,2.16,14,2,2024-01-06
H04209,Araliya Beach Nuwara_Eliya,Nuwara_Eliya,2.33,1.53,1.93,2.38,0,7,2024-07-31
H04210,Araliya Beach Trincomalee,Trincomalee,1.57,2.04,1.42,0.82,14,8,2024-06-05
H04211,Villa Rosa Ella,Ella,2.65,2.11,2.49,2.75,5,10,2024-07-27
H04212,98 Acres Resort Ella,Ella,3.1,2.16,2.51,2.21,14,0,2024-06-22
H04213,Lighthouse Hotel Mirissa,Mirissa,1.56,1.31,1.42,0.97,15,10,2024-04-11
H04214,Kings Pavilion Negombo,Negombo,2.72,3.35,2.4,2.9,2,10,2024-10-18
H04215,Jetwing Blue Ampara,Ampara,1.66,1.74,1.55,2.1,2,9,2024-10-02
H04216,Kings Pavilion Negombo,Negombo,1.83,1.88,2.53,0.86,6,5,2024-08-27
H04217,Cinnamon Grand Matara,Matara,3.28,4.19,3.24,3.78,3,1,2024-03-21
H04218,Jetwing Blue Negombo,Negombo,3.44,4.13,3.65,3.55,9,6,2024-09-24
H04219,Amangalla Kalutara,Kalutara,3.05,2.08,3.53,2.57,2,2,2024-08-20
H04220,Amangalla Kandy,Kandy,2.04,2.76,2.53,1.27,7,7,2024-07-31
H04221,Kings Pavilion Mirissa,Mirissa,4.07,3.91,4.01,2.94,6,10,2024-12-01
H04222,Amangalla Ampara,Ampara,3.46,4.05,3.4,2.49,10,9,2024-11-02
H04223,Cinnamon Grand Kilinochchi,Kilinochchi,3.66,4.4,3.05,3.86,1,8,2024-09-25
H04224,Kings Pavilion Mannar,Mannar,4.84,5.28,5.45,4.51,5,2,2024-09-09
H04225,Jetwing Blue Mirissa,Mirissa,1.88,1.25,1.32,1.67,4,1,2024-02-06
H04226,Tintagel Colombo Gampaha,Gampaha,2.46,3.44,2.03,1.59,5,5,2024-03-08
H04227,98 Acres Resort Vavuniya,Vavuniya,4.05,4.24,3.74,4.01,0,9,2024-05-15
H04228,Villa Rosa Polonnaruwa,Polonnaruwa,3.15,2.3,3.14,3.39,11,10,2024-08-04
H04229,Lighthouse Hotel Anuradhapura,Anuradhapura,2.91,2.34,2.39,2.42,15,8,2024-07-21
H04230,Villa Rosa Puttalam,Puttalam,4.02,3.9,4.15,4.5,15,0,2024-02-08
H04231,Amangalla Galle,Galle,1.71,1.59,1.35,1.91,12,9,2024-06-08
H04232,The Kandy House Puttalam,Puttalam,4.43,5.4,3.8,4.15,1,2,2024-05-02
H04233,Jetwing Blue Jaffna,Jaffna,2.22,2.76,2.93,1.8,6,9,2024-08-10
H04234,Amangalla Kalutara,Kalutara,1.93,2.92,2.45,1.86,9,8,2024-10-20
H04235,Araliya Beach Colombo,Colombo,4.67,4.44,4.38,3.67,1,0,2024-11-05
H04236,Cinnamon Grand Ella,Ella,2.0,1.44,2.67,0.99,8,10,2024-03-21
H04237,98 Acres Resort Hambantota,Hambantota,2.55,1.85,1.88,1.51,8,5,2024-01-05
H04238,Lighthouse Hotel Anuradhapura,Anuradhapura,2.52,3.02,2.14,2.19,15,9,2024-11-07
H04239,Cinnamon Grand Vavuniya,Vavuniya,4.46,4.7,3.7,3.81,15,2,2024-08-13
H04240,Lighthouse Hotel Matale,Matale,3.91,3.11,4.69,3.97,12,1,2024-05-18
H04241,Cinnamon Grand Badulla,Badulla,3.39,3.63,3.21,3.81,7,0,2024-11-11
H04242,Cinnamon Grand Gampaha,Gampaha,4.22,4.77,4.7,4.65,12,3,2024-06-03
H04243,Amangalla Negombo,Negombo,3.3,3.27,2.73,3.44,15,3,2024-09-10
H04244,Tintagel Colombo Kandy,Kandy,2.57,3.2,2.4,1.69,5,6,2024-07-26
H04245,98 Acres Resort Nuwara_Eliya,Nuwara_Eliya,3.96,3.55,3.8,4.13,1,10,2024-05-28
H04246,Jetwing Blue Negombo,Negombo,3.0,3.36,3.09,1.98,1,9,2024-08-23
H04247,98 Acres Resort Polonnaruwa,Polonnaruwa,4.03,4.22,4.05,3.57,6,9,2024-02-22
H04248,Jetwing Blue Kegalle,Kegalle,4.32,4.41,3.97,3.84,11,9,2024-08-09
H04249,Tintagel Colombo Vavuniya,Vavuniya,4.0,4.45,4.39,3.26,10,10,2024-09-18
H04250,The Kandy House Kurunegala,Kurunegala,3.96,3.56,3.5,3.81,0,3,2024-02-03
H04251,Cinnamon Grand Galle,Galle,2.25,2.45,2.59,2.32,2,0,2024-06-12
H04252,Araliya Beach Polonnaruwa,Polonnaruwa,3.58,3.14,3.88,2.38,15,7,2024-04-16
H04253,Kings Pavilion Mannar,Mannar,2.31,2.22,2.31,2.06,11,9,2024-02-20
H04254,Cinnamon Grand Mannar,Mannar,2.53,2.16,2.04,2.75,7,5,2024-02-27
H04255,Jetwing Blue Galle,Galle,2.68,3.12,2.77,2.17,6,0,2024-03-11
H04256,98 Acres Resort Vavuniya,Vavuniya,4.53,4.33,4.53,4.13,1,2,2024-11-20
H04257,Cinnamon Grand Badulla,Badulla,2.93,3.88,3.72,1.76,2,6,2024-12-13
H04258,Kings Pavilion Kegalle,Kegalle,2.0,1.06,1.66,1.08,4,1,2024-10-11
H04259,Kings Pavilion Monaragala,Monaragala,3.63,3.57,2.96,3.95,4,7,2024-08-30
H04260,Amangalla Vavuniya,Vavuniya,2.68,2.65,3.19,1.51,13,3,2024-07-13
H04261,Kings Pavilion Kandy,Kandy,3.86,2.89,3.3,3.2,15,7,2024-09-28
H04262,Tintagel Colombo Matara,Matara,3.66,3.6,3.09,2.53,1,7,2024-04-21
H04263,Lighthouse Hotel Kilinochchi,Kilinochchi,3.75,3.83,3.17,3.24,9,8,2024-12-28
H04264,The Kandy House Galle,Galle,3.4,2.58,2.92,3.14,12,5,2024-05-03
H04265,The Kandy House Kilinochchi,Kilinochchi,2.53,1.7,1.97,2.51,9,4,2024-01-31
H04266,98 Acres Resort Kilinochchi,Kilinochchi,1.67,2.19,1.81,1.08,4,1,2024-03-03
H04267,Jetwing Blue Nuwara_Eliya,Nuwara_Eliya,4.46,5.19,4.91,3.4,14,1,2024-09-17
H04268,Lighthouse Hotel Anuradhapura,Anuradhapura,3.45,2.6,3.52,2.89,14,10,2024-01-24
H04269,Amangalla Anuradhapura,Anuradhapura,3.79,4.63,3.67,3.38,6,0,2024-03-06
H04270,Lighthouse Hotel Polonnaruwa,Polonnaruwa,3.1,3.34,3.71,3.29,12,0,2024-04-14
H04271,Jetwing Blue Gampaha,Gampaha,3.28,2.57,3.33,2.94,14,4,2024-10-28
H04272,98 Acres Resort Trincomalee,Trincomalee,2.74,1.76,3.42,1.63,5,8,2024-11-19
H04273,The Kandy House Kilinochchi,Kilinochchi,2.88,2.76,3.32,2.82,6,8,2024-11-08
H04274,Tintagel Colombo Nuwara_Eliya,Nuwara_Eliya,2.58,2.0,2.34,2.33,4,7,2024-09-26
H04275,Lighthouse Hotel Sigiriya,Sigiriya,2.2,2.01,2.47,1.54,1,6,2024-06-01
H04276,Tintagel Colombo Hambantota,Hambantota,2.23,3.07,2.25,2.51,1,1,2024-06-15
H04277,Lighthouse Hotel Mirissa,Mirissa,2.49,1.5,2.14,1.29,8,10,2024-12-13
H04278,Amangalla Jaffna,Jaffna,3.2,2.71,3.8,3.04,7,2,2024-07-07
H04279,Amangalla Nuwara_Eliya,Nuwara_Eliya,3.85,4.34,3.57,3.58,1,1,2024-05-04
H04280,Tintagel Colombo Colombo,Colombo,3.29,4.18,3.09,3.34,15,1,2024-07-08
H04281,Jetwing Blue Colombo,Colombo,3.75,2.95,3.8,3.35,14,3,2024-06-08
H04282,Villa Rosa Nuwara_Eliya,Nuwara_Eliya,1.7,2.3,2.27,0.9,13,1,2024-10-21
H04283,Lighthouse Hotel Galle,Galle,1.7,1.38,1.75,0.88,5,6,2024-03-31
H04284,Tintagel Colombo Colombo,Colombo,2.02,1.17,2.13,1.03,10,10,2024-08-24
H04285,Amangalla Trincomalee,Trincomalee,1.54,1.28,1.81,1.13,1,1,2024-08-22
H04286,The Kandy House Matale,Matale,4.66,4.59,3.97,4.03,2,2,2024-11-04
H04287,Villa Rosa Batticaloa,Batticaloa,3.98,3.25,4.26,4.47,12,4,2024-10-28
H04288,98 Acres Resort Ampara,Ampara,3.62,2.89,4.37,2.64,1,4,2024-09-22
H04289,Lighthouse Hotel Badulla,Badulla,3.24,3.25,3.18,2.51,1,2,2024-03-14
H04290,Lighthouse Hotel Polonnaruwa,Polonnaruwa,4.71,3.82,4.87,4.05,8,3,2024-04-20
H04291,Araliya Beach Hambantota,Hambantota,4.04,4.84,4.56,4.21,1,10,2024-04-26
H04292,Tintagel Colombo Anuradhapura,Anuradhapura,4.47,4.5,3.9,4.37,11,6,2024-11-05
H04293,Lighthouse Hotel Batticaloa,Batticaloa,3.1,2.85,2.55,2.66,0,1,2024-10-06
H04294,Jetwing Blue Matara,Matara,3.21,3.39,2.42,3.59,5,7,2024-06-03
H04295,Amangalla Mirissa,Mirissa,4.18,4.33,4.12,3.28,10,7,2024-11-17
H04296,Kings Pavilion Polonnaruwa,Polonnaruwa,4.59,3.81,5.35,3.49,12,0,2024-06-26
H04297,Jetwing Blue Kurunegala,Kurunegala,3.27,3.57,3.08,3.18,13,4,2024-01-27
H04298,Tintagel Colombo Polonnaruwa,Polonnaruwa,3.81,3.94,4.18,3.52,13,8,2024-11-18
H04299,Cinnamon Grand Galle,Galle,4.36,3.86,4.96,4.21,1,3,2024-07-01
H04300,Tintagel Colombo Gampaha,Gampaha,2.46,1.79,1.96,2.16,6,4,2024-12-01
H04301,Tintagel Colombo Puttalam,Puttalam,2.49,3.38,1.96,2.05,9,3,2024-10-08
H04302,Villa Rosa Colombo,Colombo,3.38,3.83,3.03,3.17,2,8,2024-01-21
H04303,Cinnamon Grand Negombo,Negombo,4.16,4.17,4.82,3.08,6,0,2024-02-22
H04304,Cinnamon Grand Galle,Galle,1.54,2.13,2.11,1.89,2,4,2024-08-11
H04305,Tintagel Colombo Ampara,Ampara,1.8,1.32,2.33,2.26,3,4,2024-03-14
H04306,Cinnamon Grand Kurunegala,Kurunegala,2.13,2.64,2.13,2.26,15,8,2024-10-16
H04307,Cinnamon Grand Matale,Matale,2.68,2.68,2.68,3.01,11,5,2024-03-04
H04308,Amangalla Jaffna,Jaffna,3.95,3.23,3.55,3.86,5,10,2024-11-19
H04309,Lighthouse Hotel Kurunegala,Kurunegala,1.93,1.62,1.43,0.81,5,1,2024-05-14
H04310,98 Acres Resort Galle,Galle,2.99,3.01,2.61,2.74,3,3,2024-07-11
H04311,The Kandy House Colombo,Colombo,3.99,3.06,4.05,2.9,6,8,2024-05-23
H04312,The Kandy House Kalutara,Kalutara,4.06,3.7,3.71,3.3,12,3,2024-12-24
H04313,Cinnamon Grand Gampaha,Gampaha,3.4,2.89,3.98,2.34,3,2,2024-06-02
H04314,Araliya Beach Polonnaruwa,Polonnaruwa,3.3,3.56,3.33,3.65,11,5,2024-10-18
H04315,Amangalla Kegalle,Kegalle,1.98,2.96,2.46,1.52,8,7,2024-05-04
H04316,The Kandy House Kandy,Kandy,2.93,3.28,2.79,1.8,11,8,2024-10-20
H04317,Araliya Beach Mannar,Mannar,1.58,2.38,2.38,1.43,11,1,2024-06-30
